Number_of_valued_Kneset_members,Yearly_IncomeK,Overall_happiness_score,Avg_Satisfaction_with_previous_vote,Will_vote_only_large_party_int,Garden_sqr_meter_per_person_in_residancy_area,Weighted_education_rank,Issue_0,Issue_1,Issue_2,Issue_3,Issue_4,Issue_5,Issue_6,Issue_7
-1.3300264808788742,-0.10428852713850341,0.666371567479378,0.12189109625789434,0,-0.08405609744730219,-0.7189860543152449,0,0,0,0,0,1,0,0
-1.6938590886255847,-0.5019783314371917,-0.7201819767057931,0.9966605716201328,-1,-0.8248207644212578,0.5042432907907205,0,0,1,0,0,0,0,0
1.2168017733480982,0.9197230780546889,2.019351058125023,-0.25660281409779867,1,-1.4624155378533037,1.4574397458909114,1,0,0,0,0,0,0,0
-0.6023612653854535,-0.6870756060954892,-0.8569087133081142,0.23205763436330676,-1,-0.837036581011325,0.6660956596723255,0,1,0,0,0,0,0,0
-1.3300264808788742,0.32431033805547604,-0.1408853127786057,-0.9192821039413591,-1,0.6814578057012369,-1.6597284615599155,0,0,1,0,0,0,0,0
-1.3300264808788742,0.871914102921189,-0.5848363893676358,-0.7509917044137773,0,0.3946032599956975,-1.2208549280218501,0,0,0,1,0,0,0,0
-1.3300264808788742,-0.01021249831198166,-0.5061917968325114,-0.49592065646301,-1,0.47215264712915533,-1.1155363827176357,0,0,1,0,0,0,0,0
1.2168017733480982,0.8911995155787582,1.9450526183556704,-0.8243224415833473,-1,-0.9175066081954693,0.7576453290534106,1,0,0,0,0,0,0,0
-0.23852865763874323,0.4534907625117603,1.7492079794625075,0.028211554238710645,-1,-0.9018872284137003,0.6147773394585893,0,0,1,0,0,0,0,0
-1.6938590886255847,-0.9014072129482004,-1.0492335057170363,-0.3885403061505278,-1,-1.1109885925009773,1.1659325518887556,0,0,1,0,0,0,0,0
-1.6938590886255847,-0.369139863924063,-1.0298013825388197,-0.8020378700070061,0,0.12592244132474684,-0.33221424733989163,0,0,0,0,0,1,0,0
0.4891365578546775,1.9616496227689204,1.8121576246699367,1.8430858101724392,1,1.383118494769523,0.31017072706384674,0,0,0,0,1,0,0,0
0.12530395010796713,-0.33792758642579623,0.7715040347541903,-0.5352830145369457,-1,0.06060071554562533,-0.658654869341265,0,0,0,0,1,0,0,0
0.12530395010796713,-0.04294693092625422,0.16845135044442935,-0.2878031179236394,0,0.6085796741884739,-1.4000928337732952,0,0,0,1,0,0,0,0
0.8529691656013879,0.27945943813450574,-1.1515449156481512,0.40628519377836453,-1,0.013004172708602631,-0.45963744027724035,1,0,0,0,0,0,0,0
-1.6938590886255847,0.688640299852999,0.47680897340664197,0.4578286057252905,-1,0.9074853874608941,-1.639644029130266,0,0,1,0,0,0,0,0
-0.966193873132164,0.1405225248048395,-0.33877919071392487,-0.6040638519312707,-1,0.6331580397866895,-1.3815805239906147,0,0,0,0,0,0,0,1
1.5806343810948085,0.5744586742467482,1.6278039038716767,-1.0572627536526216,-1,-1.120335578393183,0.8170848036438945,1,0,0,0,0,0,0,0
0.12530395010796713,-0.39811940075385854,2.0364681710498083,-0.3932229876598858,-1,0.22735985041056397,0.10069150616661551,0,0,0,0,0,0,0,1
-1.3300264808788742,0.02470378791097839,-0.005378586824562534,0.19155137771876365,-1,0.5600895296751375,-1.4357160091296426,0,0,1,0,0,0,0,0
-1.6938590886255847,-0.2581166653280015,-0.5661403580553417,-0.8996382453134935,0,0.8834840577611216,-0.8572749279954744,0,0,0,0,0,1,0,0
-0.23852865763874323,0.3463368056278822,-0.31497347228912653,-1.0472734007909892,-1,0.23191447142998908,-1.2827706207972365,0,0,1,0,0,0,0,0
-0.6023612653854535,-0.13177406759056975,-0.20528027528551762,-0.7605725957000511,-1,0.48323004003205083,-1.067147181474895,0,0,0,0,1,0,0,0
-0.6023612653854535,-0.5179753372919493,-1.167528013906678,-0.31334733519082386,-1,-0.7027634868409183,0.563398128793277,0,0,0,0,1,0,0,0
1.2168017733480982,-3.1178536903321934,-2.804783432175195,-0.25660281409779867,1,-1.6954229886905747,0.018750138993855785,0,0,0,0,1,0,0,0
-0.6023612653854535,-0.4401530678764782,-0.8251056472835808,-0.3873310182461877,-1,-0.550924561130265,0.19913635245693395,0,1,0,0,0,0,0,0
-1.3300264808788742,-0.7624748432028204,-1.1305396096372253,0.16991413299962635,-1,-0.9822435377420098,0.9781656399964352,0,0,0,0,0,0,0,1
0.4891365578546775,-0.12643876891732736,-0.34589848291427727,-1.1749458705351965,-1,-0.2968958716271795,-0.4404447704803369,0,0,1,0,0,0,0,0
1.5806343810948085,0.2516179915122707,0.9958077090068735,-0.011733113834169867,-1,-0.21664704066372675,-0.5828509311804863,0,1,0,0,0,0,0,0
0.4891365578546775,0.6698866375505932,0.6930136085404992,-0.00829673491782736,-1,0.15270301171794745,-1.2462608181392827,0,0,0,0,1,0,0,0
1.2168017733480982,0.4428265874569338,1.2213970188789374,1.4125904091179216,-1,0.1401195553679028,-0.849738414317992,0,0,0,0,0,0,0,1
-0.23852865763874323,2.1163484848029253,0.07917516509256182,-0.5948187278102566,-1,2.097615567159678,0.5605190845392933,1,0,0,0,0,0,0,0
-0.23852865763874323,-0.9231963438260476,-0.9936611836823085,0.07726997967694142,0,0.6083983567426536,-0.06743190818813988,0,0,0,0,0,0,1,0
0.4891365578546775,0.10353956332121628,-0.03096534860307849,-0.08238102693116221,-1,-0.6214089405796934,-0.18118552158568818,1,0,0,0,0,0,0,0
0.8529691656013879,-0.49476415391622197,0.48988878356580745,0.9196578670482394,-1,-0.355016694985658,-0.20276374448190096,0,0,0,0,0,0,0,1
0.8529691656013879,0.9035049935411433,0.8892787150498982,0.21255692273634325,-1,-0.24649267389428633,-0.6159953907381123,0,1,0,0,0,0,0,0
0.12530395010796713,-0.5593834715064058,-0.7229803488856447,-0.8067547960192385,-1,-0.5581295373934767,0.23346335083318417,1,0,0,0,0,0,0,0
0.12530395010796713,-0.30250635613203913,0.056269654024148,0.04444271471074027,-1,-0.23432952080744515,-0.4886499446591027,0,0,0,0,0,0,0,1
-0.966193873132164,-0.8813881982703029,0.28012364991834426,-0.2110531488564709,0,0.06948818649996907,-0.28026090324741787,0,0,0,0,0,0,1,0
-0.966193873132164,-0.0669257922879212,0.6771782167739674,0.5581956937489535,0,0.3920206239079223,-1.1612185904367491,0,0,0,0,0,0,1,0
-0.6023612653854535,-0.6961423797273139,-1.0968459719533346,-1.1891682659111669,-1,-0.9056619340758295,0.843648566070463,0,0,0,0,1,0,0,0
0.12530395010796713,-0.3491222271989163,0.7797797586647219,-1.076628390796663,-1,-0.4149653325809672,-0.16352567562527315,0,1,0,0,0,0,0,0
-0.6023612653854535,0.32458507774851125,-0.16188565796132942,-0.9653158549691133,-1,0.6509738957172302,-1.6475304786092568,0,0,0,0,1,0,0,0
-0.6023612653854535,0.12072424422057501,-0.2299154301085075,0.9818132555039225,-1,0.41201086873728293,-1.3576023592028197,0,1,0,0,0,0,0,0
0.4891365578546775,-0.5385610540672755,-0.7687124546625898,-0.7823079984628423,-1,-0.11931515119814005,-0.1871549900766184,0,0,1,0,0,0,0,0
-0.23852865763874323,1.889322267664588,-0.07402247941357949,-0.17606637826631538,-1,2.1477712086728227,0.4876711182482627,0,1,0,0,0,0,0,0
1.944466988841519,-0.5189666159089342,0.5990935212864873,-0.258698447914387,-1,0.01228876677594278,-0.5246267777013123,1,0,0,0,0,0,0,0
-0.966193873132164,-0.7862316260787109,-0.6973877710973152,1.3891821251407774,-1,-1.2220674184075535,1.1219803966722606,0,0,1,0,0,0,0,0
-0.23852865763874323,-0.9319330416901025,-0.1346861328525197,0.36381946477811045,0,0.5300620385490261,-0.390173637032999,0,0,0,0,0,1,0,0
-0.966193873132164,1.9887585222359654,0.11240376476884645,-0.8794398760995114,-1,2.121873241546678,0.5046769852532279,0,0,0,0,1,0,0,0
0.4891365578546775,0.45891566809509776,1.4224511574097887,-1.0480356574103866,-1,-0.2132496974031898,-0.36671436397839546,0,0,1,0,0,0,0,0
-0.6023612653854535,-0.7553264031280973,0.5907794228207651,-0.8885093721371446,-1,-0.6759155990427091,0.34889021450475,0,0,0,0,0,0,0,1
-0.23852865763874323,0.05125682540245842,-0.33610771702637504,-0.9608400337643881,-1,0.6537201500075434,-1.312031191785388,0,1,0,0,0,0,0,0
1.5806343810948085,0.1985001512044083,-0.13808142317759356,1.1742101822482898,-1,-0.05816312882510593,-0.9529736137351218,1,0,0,0,0,0,0,0
0.4891365578546775,2.3205636984766325,-1.1556751005264363,1.7817405598758582,1,-2.4730433007216654,2.967058433989391,0,1,0,0,0,0,0,0
-0.23852865763874323,-0.32527326575665877,-0.8306270533929672,0.6004916270611081,-1,-0.6425064785353334,0.24585473723921691,1,0,0,0,0,0,0,0
-0.6023612653854535,0.16259038031965048,0.3240009117125739,-0.3442645491859941,-1,0.6662002570148604,-1.6099360505325149,0,1,0,0,0,0,0,0
-0.966193873132164,-0.6580438040980082,-1.0916284563568979,1.0166611181003573,-1,-0.5724449082518424,0.4680838356784881,0,0,0,0,0,0,0,1
-1.6938590886255847,-0.5738366818624332,-0.7924738321250006,-0.8875649467730202,-1,-0.6657921450942105,0.3865707472516722,0,0,1,0,0,0,0,0
1.5806343810948085,-0.5826093109323349,-0.4987828082952061,-1.0017435153746352,-1,0.18241005576969335,-0.49628868262970527,0,0,0,0,1,0,0,0
-1.3300264808788742,-0.6666169447941719,-1.1083301311395595,0.9834506008118254,-1,-0.6967159695906616,0.6077438800345314,0,0,0,0,0,0,0,1
-0.6023612653854535,-0.6497289946336571,0.96047556237163,-0.5796942112675643,-1,-0.8559005381046845,0.5747123826374574,0,0,0,0,0,0,0,1
0.8529691656013879,0.753000455903026,0.2924436515905991,-1.0133321586571198,-1,0.2988132613833598,-1.5835725260044766,0,0,0,0,0,0,0,1
-1.6938590886255847,0.010855932006240207,0.8351333871728737,-0.11937197843779344,0,0.11173425727193284,-0.9192237879891166,0,0,0,0,0,1,0,0
1.5806343810948085,-0.2837718712711567,-0.12926650618601687,-0.16406106374796461,-1,-0.2098684529608473,-0.5030527219460151,0,0,0,0,1,0,0,0
0.4891365578546775,1.4110509193660543,-1.4844270768625831,1.2596434429953813,1,1.8079898760040771,0.4076114702906396,0,1,0,0,0,0,0,0
2.3082995965882294,2.1766526886178674,1.5206707315224244,1.66756160443259,1,-1.8042381196294575,2.047798382426262,1,0,0,0,0,0,0,0
-1.6938590886255847,-0.40811009559636563,-0.39348197422013503,-0.9423144127047174,0,0.26336231889319145,-0.7430952986944247,0,0,0,0,0,1,0,0
-1.3300264808788742,0.09104536000968402,-0.9757727906230362,-0.34022444075836905,0,-0.5637962114906252,0.06301532421030663,0,0,0,0,0,1,0,0
1.2168017733480982,-1.2757036029217712,1.9583246231601088,-1.146201597793733,1,-1.1645747616159174,1.657808570113937,1,0,0,0,0,0,0,0
-0.966193873132164,-0.8593621118849668,-0.7584107447615022,-0.07956626779340308,-1,-0.9950783744306658,0.9108627145922109,0,0,0,0,1,0,0,0
-0.23852865763874323,0.9338859317110372,1.8767945635651468,-0.5554164599012209,-1,-1.071488253561216,0.9050186671440696,0,0,1,0,0,0,0,0
-0.23852865763874323,2.1431045272026177,0.04441193769077298,-1.1582697276941085,-1,2.0256814902690894,0.4991786825665775,1,0,0,0,0,0,0,0
1.2168017733480982,-2.945697437407274,-0.12453541689729689,2.493259250755005,1,1.4866030732444255,1.974995006678697,0,0,0,0,1,0,0,0
1.2168017733480982,-1.1951004500469034,1.7579436248686446,2.669065923061571,1,-1.670359925250154,2.0846030077455238,0,0,0,0,1,0,0,0
-0.23852865763874323,-0.32221003096599005,-0.2831807796906003,-0.25660281409779867,1,2.6435341913673818,0.9978845125149413,0,0,1,0,0,0,0,0
1.5806343810948085,1.021787351861271,2.0813606858046176,0.8801142910675325,-1,-0.9453363442998646,0.8902672402516233,1,0,0,0,0,0,0,0
-0.23852865763874323,-0.409858477736511,-1.311895165256777,-0.20092757209303894,0,0.09907906938363815,-0.09253008148728946,0,0,0,0,0,1,0,0
-0.6023612653854535,-0.29128924668898976,-0.55015050414835,-0.25660281409779867,-1,1.0083190856263107,-0.7783208234383282,0,0,0,0,1,0,0,0
-1.3300264808788742,-0.46928805577497246,-0.8877776814075374,0.8680881976969858,-1,-0.5474445925220092,0.23893521197878098,0,0,0,0,0,0,0,1
-0.23852865763874323,0.17125699738159178,-0.9373088204294987,1.1839687032901087,0,-0.5375038213946148,-0.009812289528518625,0,0,0,0,0,0,1,0
0.4891365578546775,1.6227699767751738,0.010860938148951737,-0.9283829512285472,-1,1.8583783324134,-0.029895930587054587,1,0,0,0,0,0,0,0
0.12530395010796713,-1.2218413387157603,0.36291556984088796,-0.6334878787100129,-1,-0.785819125109353,0.7781840513276265,1,0,0,0,0,0,0,0
-0.23852865763874323,-0.9416139393220855,-1.2561953742306922,0.9556049908785859,-1,-0.8360558722143508,0.9795547104061412,0,1,0,0,0,0,0,0
0.4891365578546775,0.18442478995177214,-0.6500992527567225,0.8705072524553272,-1,-0.033994601434572926,-0.7429652457370258,0,0,0,0,0,0,0,1
-0.966193873132164,-0.8307392558318244,-0.9510275492836968,-0.3003701963631539,-1,-0.9622758811515738,0.9225497569885605,0,0,0,0,0,0,0,1
1.5806343810948085,-0.6288242324297305,0.660591275260703,0.24012279448268808,-1,-0.30283128552137406,-0.1285606152682874,0,0,0,0,1,0,0,0
0.12530395010796713,0.8305901572218342,1.7430534387428644,1.1915811303714066,-1,-0.7756394927730684,0.4671040006096457,0,0,1,0,0,0,0,0
0.8529691656013879,-0.43924430520394236,0.061835350572367984,0.16583723241243903,-1,-0.3422836401674364,-0.27362266475226027,0,1,0,0,0,0,0,0
-1.6938590886255847,-0.6333803976044209,-1.0009689253301737,-0.8800869811671015,-1,-0.6092908733067053,0.4482566074340229,0,0,1,0,0,0,0,0
-0.23852865763874323,1.8948961151305443,0.10154448157506149,-0.8692558639153536,-1,2.10329763151921,0.42487468147752677,1,0,0,0,0,0,0,0
-1.6938590886255847,-0.8590906565875516,0.5439921544978723,-1.2266346738582081,-1,-0.8354890433308703,0.5931450217188146,0,0,1,0,0,0,0,0
0.8529691656013879,0.13170833567284893,-0.5707925666045159,-0.5363009255136753,-1,-0.29545453087392376,-0.4690343033362444,1,0,0,0,0,0,0,0
-0.23852865763874323,-0.7613018766676649,0.08928611369427054,-0.7247995252005054,0,-0.36318059500924293,-0.015887824860137886,0,0,0,0,0,1,0,0
-0.23852865763874323,-0.771467992960102,-0.0817187743564362,2.6529979845470186,1,-0.4026396869012048,2.558828736864502,0,0,0,0,0,0,0,1
-0.6023612653854535,0.12430588127681665,-0.3247650256785797,1.31807198826719,-1,0.512223031897725,-1.3539412941289277,0,0,0,0,1,0,0,0
1.2168017733480982,-2.267936474452222,0.9112638744667411,3.2680232316379403,1,0.7452882320602916,2.2636265472416857,0,1,0,0,0,0,0,0
0.8529691656013879,-1.9209522088921573,0.6174946803375647,1.6782282114708365,1,0.837182600836329,0.6988479231399033,0,1,0,0,0,0,0,0
0.4891365578546775,-0.17119086728596827,-1.0155947431059955,-1.03541396667896,-1,-0.38208026550986085,-0.020476940814168784,1,0,0,0,0,0,0,0
1.2168017733480982,-0.4523675377624745,-0.6343233896404404,0.42421976614289497,-1,-0.4911398182756914,0.06357976010395107,1,0,0,0,0,0,0,0
0.4891365578546775,0.7442052892366272,1.947870260556866,-0.86403039299359,-1,-1.0086705015218458,0.8531173589488195,0,1,0,0,0,0,0,0
-0.966193873132164,-0.534591306144277,-0.9165891289941797,1.4060799834301982,-1,-0.7826021430229367,0.5457678311081927,0,0,0,0,0,0,0,1
1.5806343810948085,-2.3333149142026723,-1.5219104653782778,1.7022739653889936,1,-2.4189796397596344,0.018750138993855785,0,1,0,0,0,0,0,0
0.4891365578546775,0.5581972860813754,1.878332311369365,-0.2822745096214516,-1,-1.0641192230682195,0.8770450037203068,0,1,0,0,0,0,0,0
-0.966193873132164,2.042404748343926,-0.10890766716664631,-0.22560478712782808,-1,1.804813622042804,0.20021146900090458,0,0,0,0,1,0,0,0
-0.23852865763874323,-0.794033482812759,-2.1531089774978276,1.4278813064422664,1,-2.144360461389826,2.80572169468253,0,0,1,0,0,0,0,0
1.5806343810948085,-2.5082293737406203,1.0501785036860685,-0.25660281409779867,1,0.8457885009483562,1.4122684417400186,0,1,0,0,0,0,0,0
-1.3300264808788742,-0.6588961914073693,-1.0041981775487834,-0.8049531387526665,-1,-0.7475970976666585,0.6105800593812414,0,0,1,0,0,0,0,0
0.8529691656013879,0.8528364029628221,1.8569635950441497,0.4859002304694706,-1,-0.7811516618343413,0.5442343667845235,0,1,0,0,0,0,0,0
0.12530395010796713,-0.4120899968616643,-0.463913036548257,-0.857079721176256,0,-0.09584561797824603,-0.43286148977630073,0,0,0,1,0,0,0,0
1.944466988841519,2.454540832794323,0.888096757774582,2.8152259318665807,1,-1.2829178172575182,1.4034337074750678,0,1,0,0,0,0,0,0
0.4891365578546775,-2.6134935955323257,-3.0903378157333417,3.1595155539039452,1,-1.6635136816339327,0.018750138993855785,0,0,0,0,1,0,0,0
-0.23852865763874323,-0.058483753102574566,0.024638380044753036,-0.7282724813801477,-1,0.1333580270909167,-1.0602519483503492,0,0,1,0,0,0,0,0
-0.966193873132164,-0.4306278939355315,-0.8549786378888908,-0.8068532504682785,-1,-0.7744287987005788,0.45943721025121126,0,0,0,0,0,0,0,1
2.3082995965882294,1.9846222531653739,1.1067215141341367,3.140102169485401,1,-0.22497931345234917,0.043214312098621255,1,0,0,0,0,0,0,0
1.944466988841519,1.3189075261355578,2.4082747084646066,-0.25660281409779867,1,-2.7693628650782003,3.367454645763737,1,0,0,0,0,0,0,0
-0.23852865763874323,0.06749030928965892,0.24048677324470175,-0.7796725303095512,-1,0.3031786785424277,-1.3412851492402305,0,0,1,0,0,0,0,0
1.5806343810948085,1.2303164651107905,1.7623217024576547,0.20699536237331279,-1,-0.6983172144207548,0.4683587664485485,1,0,0,0,0,0,0,0
0.8529691656013879,0.616703167390337,1.5659972518249876,0.37203251886444627,-1,-0.8993577627578667,0.5077380559121321,0,0,1,0,0,0,0,0
1.2168017733480982,0.13206339997572047,0.6807376044533809,-0.8440752531129181,-1,-0.043956743056177694,-0.8884388618284522,0,0,0,0,1,0,0,0
0.4891365578546775,-0.6200849103899363,-0.7153217020322623,0.3010879901494396,-1,-0.039859432299055884,-0.21562976717726237,0,0,1,0,0,0,0,0
0.4891365578546775,0.17758115127790147,0.8301944568829966,1.0275830073380217,-1,0.25400074560129415,-1.1454605026270628,0,0,0,0,0,0,0,1
0.8529691656013879,0.6514384037421315,1.5557316319302044,0.43916135613616003,-1,-1.035190839235432,0.6741089371849732,0,1,0,0,0,0,0,0
-0.23852865763874323,-0.3454158252434893,-0.4545375744039835,-0.925978483071742,0,-0.03368359506325688,-0.5423464921076531,0,0,0,1,0,0,0,0
0.4891365578546775,-0.6752829142287967,1.2326611516685413,-1.0640618407514206,-1,-0.5523832420963919,0.3473037468984979,1,0,0,0,0,0,0,0
-1.6938590886255847,-0.658070138306169,-0.6448113739005605,-0.3125765797099954,-1,-1.0431038289154655,0.8233622743926421,0,0,1,0,0,0,0,0
-1.6938590886255847,-0.44570167246256726,-0.594824354580229,1.0002600198675526,-1,-0.6059864699242528,0.17547204337896255,0,0,1,0,0,0,0,0
0.4891365578546775,0.560131185816056,2.195920973608815,-0.23624321888075403,-1,-0.7911722276049689,0.7633847358051343,0,0,1,0,0,0,0,0
-0.966193873132164,-0.17935165708335865,-1.257996868823103,-0.19888036609573168,0,0.3188239414063485,-0.3745787827068606,0,0,0,0,0,1,0,0
-1.3300264808788742,-0.7633481266742891,-0.799260742471189,-0.9230217119112416,-1,-0.726582956923957,0.5676520578348748,0,0,1,0,0,0,0,0
-0.6023612653854535,-0.6590915410442302,-0.3342881290213997,-0.5353177286603674,-1,-0.5237052022199483,0.13974637197332807,0,0,0,0,0,0,0,1
-0.23852865763874323,0.651082256679157,-0.2946326217650146,0.3493334254629809,0,-0.5492982299916913,-0.3148109493397421,0,0,0,0,0,1,0,0
-1.3300264808788742,-0.7705355086774486,-0.5625323786648969,0.15063416196626675,0,0.6474598640335869,-0.43082638077983926,0,0,0,0,0,1,0,0
0.12530395010796713,-0.5314082033215023,-0.6560537559602638,0.33352022808125864,-1,-0.5737550691269512,0.20921359063172915,1,0,0,0,0,0,0,0
-0.6023612653854535,0.7818002091275847,1.7051344129227104,-0.9882326409685747,-1,-0.9402824735502481,0.6376888063608057,0,0,1,0,0,0,0,0
-0.966193873132164,1.1182729498404562,0.5150163421133864,0.9675773707580633,-1,2.498943772681444,1.318390836652051,0,0,1,0,0,0,0,0
-1.3300264808788742,0.09300121236072617,-0.3165882417723175,-1.0786290324249597,-1,0.641173276764557,-1.3592572442190651,0,0,1,0,0,0,0,0
1.5806343810948085,-0.4788355211836219,-0.37555015400268466,-1.0159155721288682,-1,0.11215728489756588,-0.5877738168861123,1,0,0,0,0,0,0,0
-1.6938590886255847,0.09907950277934234,-0.20607954956004737,-0.5393491874219185,-1,0.5952372835235231,-1.4287240361655156,0,0,1,0,0,0,0,0
0.8529691656013879,0.9410705854796283,1.9592561910168658,-0.6274250195354609,-1,-0.7882028905849268,0.6269268742299888,0,0,0,0,0,0,0,1
0.12530395010796713,0.5858388765852889,1.734114746743038,1.1916166275777638,-1,-1.1746900856527063,0.9376275148545674,0,0,0,0,1,0,0,0
0.12530395010796713,0.07515562208502297,0.36960110983931227,1.1286930102390451,-1,-0.12442700045473194,-0.8424906545731286,0,0,0,0,0,0,0,1
-0.6023612653854535,0.2327056995592527,0.3432839688821725,-0.7677039730413115,0,-0.3949530584649318,-0.5428041565106735,0,0,0,0,0,0,1,0
2.3082995965882294,-0.9586788077710765,1.0930182428475006,1.5976495015513767,1,1.0941506776322596,-0.07570268668133115,1,0,0,0,0,0,0,0
-0.966193873132164,-0.6089475601275407,-1.4852764852081815,-1.0892562199254237,0,0.4681413803044257,0.029973231966898325,0,0,0,0,0,1,0,0
-0.23852865763874323,0.36318969773639903,-0.7508799564900378,-0.5012630477372169,0,-0.4391835564529579,-0.2647783444994211,0,0,0,0,0,0,1,0
-0.23852865763874323,-0.6800866609707127,-1.024414234212446,0.8571931815826497,-1,-0.6932739229509649,0.5734862468312655,0,1,0,0,0,0,0,0
-1.3300264808788742,-0.6637010779178949,-1.0557550533403761,-1.0513323476278498,-1,-0.7335395707323817,0.6208259613351516,0,0,0,0,0,0,0,1
1.2168017733480982,-0.16250556758647391,-0.4542172914115909,-0.966100345288965,-1,-0.14445791112764098,-0.5536761902534956,0,0,0,0,1,0,0,0
1.944466988841519,-0.6975713616235413,0.045212309097550474,-1.1455936620570104,-1,0.23997196338119264,-0.5622193381894366,0,1,0,0,0,0,0,0
-1.3300264808788742,-0.43791238687514855,0.13719095910806464,-1.1820553144166672,-1,1.0479354063897235,-0.8285748529045253,0,0,1,0,0,0,0,0
-0.6023612653854535,-1.085728193026943,-0.6470181905557456,-0.6971956265254274,0,0.6058370160524809,-0.08210884966189298,0,0,0,0,0,1,0,0
0.12530395010796713,0.552336431340821,0.45181446043097256,-0.05774331591671247,-1,-0.4140479733097603,-0.5555921905032448,0,0,1,0,0,0,0,0
-0.6023612653854535,-0.6722177422211206,-1.1451033992612927,-0.48304117057916907,-1,-0.836602354551531,0.7765245323966258,0,1,0,0,0,0,0,0
-0.966193873132164,-0.7801008297894485,-0.39160124331909985,-0.7324213469622296,0,-0.28301820539105227,-0.0019343698024713721,0,0,0,0,0,0,1,0
-1.3300264808788742,-0.6380277167094398,0.5183305384000847,-0.9496709128974882,0,-0.2392294263198328,-0.21325147698846983,0,0,0,0,0,1,0,0
-1.6938590886255847,-0.5459483087104826,1.2188686089045309,-0.611706091641244,-1,-0.33438376139239195,0.04217919267705672,0,0,1,0,0,0,0,0
-0.23852865763874323,2.0444388781434166,-0.175892141427106,-0.11390447796174075,-1,1.9663452312191874,0.3865312807451368,1,0,0,0,0,0,0,0
-0.966193873132164,1.8603977498911204,0.02550943707802233,0.5776060754742917,-1,2.142016658246425,0.45553303761992575,0,0,1,0,0,0,0,0
-1.3300264808788742,-0.2605583905087724,-0.6808289833520746,1.3807728249810627,-1,-0.5430291758998952,0.03772565569746143,0,0,0,0,0,0,0,1
0.12530395010796713,2.0449706603726,0.061755876371086885,-0.7883434522550085,-1,2.1194856727618614,0.5396533430257149,0,1,0,0,0,0,0,0
-0.6023612653854535,-0.7661218941945289,-0.7947559199664225,0.8596630812985057,-1,-0.5747872421808439,0.40794541787393374,0,1,0,0,0,0,0,0
1.2168017733480982,-0.09842575424760425,-3.074792845228323,2.373534985616382,1,-1.6059286596852704,2.552573853631636,1,0,0,0,0,0,0,0
0.8529691656013879,1.1490665083192702,-2.0435945490333216,2.804466763873993,1,1.1559859067393683,0.2906049784064991,1,0,0,0,0,0,0,0
-0.966193873132164,-0.3337739180571852,-0.7635754148900734,0.29892725712097024,-1,-0.46427929337359075,0.020320323298076967,0,0,0,0,1,0,0,0
1.944466988841519,0.6315787072668727,1.9035643234970436,-0.6137613516583468,-1,-1.0831347385942476,0.913441140793761,1,0,0,0,0,0,0,0
-0.6023612653854535,2.1439210905538015,-0.11944969858131232,0.7587315734592881,-1,2.1106195221868385,0.6092993661451022,0,1,0,0,0,0,0,0
-1.6938590886255847,-0.3695377771747676,-1.0925883401872802,-0.03398357441874134,-1,-0.6478514763180199,0.39450996837871716,0,0,1,0,0,0,0,0
