Number_of_valued_Kneset_members,Yearly_IncomeK,Overall_happiness_score,Avg_Satisfaction_with_previous_vote,Will_vote_only_large_party_int,Garden_sqr_meter_per_person_in_residancy_area,Weighted_education_rank,label,Issue_0,Issue_1,Issue_2,Issue_3,Issue_4,Issue_5,Issue_6,Issue_7
1.08406312088,-3.13613472206,-1.47896947707,1.31092008289,1,1.57794051151,2.1682987418,Blues,0,0,0,0,1,0,0,0
-1.09015092019,0.201181847562,-0.940308420383,-0.239599978897,0,-0.0132992057251,-0.467367654123,Greys,0,0,0,1,0,0,0,0
0.359325107188,-1.05911378102,-0.732705529374,-0.492718079695,-1,-0.975076004434,0.844376623576,Pinks,1,0,0,0,0,0,0,0
-0.0030438996575,2.29420091378,0.358215841069,-0.342051386018,-1,2.35400560925,0.665438612618,Pinks,0,1,0,0,0,0,0,0
1.80880113457,0.230236315381,1.35817467847,0.308495878047,-1,-0.817381308858,0.400779235059,Greens,0,1,0,0,0,0,0,0
-0.727781913348,-0.283886733053,-1.01616891797,-0.584408497129,0,0.316132425095,-0.408453808555,Greys,0,0,0,1,0,0,0,0
-1.09015092019,-0.492262183229,0.224425473698,1.13422915909,0,-0.344789226659,-0.241446359915,Oranges,0,0,0,0,0,0,1,0
0.359325107188,0.741239025759,1.16456321684,-0.78317619728,-1,-0.995606224901,0.483853024731,Greens,0,0,0,0,0,0,0,1
-0.0030438996575,0.068088406247,-0.944964335621,0.0631241924876,0,0.0612864267751,-0.479417755077,Greys,0,0,0,1,0,0,0,0
-1.45251992704,-0.639119710583,-0.756540656197,0.296957187857,-1,-0.47757294699,0.168541719645,Browns,0,0,1,0,0,0,0,0
2.17117014141,0.455167570848,1.10741430001,-0.968225455499,-1,-0.923431018774,0.376407991592,Greens,1,0,0,0,0,0,0,0
-0.0030438996575,-0.153829682276,1.12688371316,-0.163634646497,-1,0.459783216257,-0.579508521465,Purples,0,0,0,0,0,0,0,1
0.359325107188,0.397137626187,1.20179607655,-1.05419014537,-1,0.942483457981,-0.661282311338,Purples,0,0,1,0,0,0,0,0
0.359325107188,-1.63399534337,-1.4281021319,-1.45774932383,1,-1.74878583764,2.13789559221,Yellows,1,0,0,0,0,0,0,0
-0.365412906503,0.387602699884,0.619348135332,-0.875325534024,0,-0.0170692481504,-0.841332118696,Oranges,0,0,0,0,0,1,0,0
-0.727781913348,-0.0260791968743,-0.677364822141,0.955688315768,0,0.00826096534992,-0.615570851573,Greys,0,0,0,0,0,1,0,0
-0.365412906503,2.1744371499,0.0454473524134,0.834654642451,-1,2.27613630507,0.501808726106,Pinks,0,0,0,0,1,0,0,0
-1.09015092019,2.17502595026,0.0131355499196,-0.0185783363637,-1,2.43892554354,0.663405934074,Pinks,0,0,1,0,0,0,0,0
-1.45251992704,-0.498578202626,-0.959892372399,-0.37654805865,-1,-0.666615371364,0.367806382457,Browns,0,0,0,0,0,0,0,1
-1.45251992704,-0.480081885096,-0.936661803729,-0.937321121007,-1,-0.603721223047,0.289705730564,Browns,0,0,1,0,0,0,0,0
-0.365412906503,1.88522751704,-0.0850135513374,-0.628167864403,-1,1.96957202742,0.0385926848356,Pinks,1,0,0,0,0,0,0,0
0.359325107188,1.86529865713,-0.146523145183,-0.507290563195,-1,1.96282102614,0.0271579346024,Pinks,1,0,0,0,0,0,0,0
2.17117014141,-0.965979532098,0.904869750821,-0.565965661573,-1,-0.0460890049455,0.047125410477,Purples,1,0,0,0,0,0,0,0
0.721694114033,-0.601882792194,0.65147745967,-0.639965381366,-1,-0.0279588067466,-0.336492309692,Purples,0,1,0,0,0,0,0,0
1.80880113457,-0.622976473494,0.555387946791,-0.614368541998,-1,0.184820751009,-0.496786321405,Purples,0,1,0,0,0,0,0,0
-0.727781913348,0.718710442425,1.53746714361,-0.138833276817,-1,-0.796011557605,0.4977566706,Greens,0,0,1,0,0,0,0,0
-0.0030438996575,0.547275563465,1.49545904849,0.459455165703,-1,-1.04603047217,0.716676535012,Greens,0,0,0,0,0,0,0,1
1.80880113457,-2.54411190669,0.299735336644,3.72258592409,1,-2.04679044633,2.64942075467,Blues,1,0,0,0,0,0,0,0
1.08406312088,2.00837379696,-0.52196887111,1.2220048801,1,0.0500305401227,-0.215299371753,Blues,0,0,0,0,1,0,0,0
-1.81488893388,-0.54584589126,-0.811476186311,0.103731504929,-1,-0.596003417612,0.252102121753,Browns,0,0,1,0,0,0,0,0
1.08406312088,-4.18581511332,-4.18256016515,3.03293331452,1,-1.54342181467,5.12400410115,Blues,1,0,0,0,0,0,0,0
-1.09015092019,0.00463048909386,-0.153316261599,-0.890082036934,-1,0.580117358819,-1.29204283363,Browns,0,0,0,0,0,0,0,1
-0.0030438996575,0.210941120343,-0.18523494913,-0.333191428088,-1,0.651760467478,-1.46447593533,Browns,1,0,0,0,0,0,0,0
0.359325107188,0.0169613295534,0.297397713726,0.801388684111,-1,0.0509048657015,-0.973885546808,Purples,0,0,0,0,1,0,0,0
0.359325107188,-0.608174210261,0.0119281837855,-0.117570506109,0,0.267257591269,-0.643913139783,Reds,0,0,0,0,0,0,1,0
-0.727781913348,-0.750659295113,-1.14237321843,1.12919994617,-1,-0.945717043829,0.831596071525,Browns,0,1,0,0,0,0,0,0
-0.0030438996575,1.79552245405,-1.05272749034,1.69923583308,1,-0.795370142623,0.580409604981,Blues,0,0,0,0,1,0,0,0
-0.365412906503,0.535614167828,-0.188294279832,-0.258601863889,-1,0.74114785171,-1.64860242178,Browns,0,1,0,0,0,0,0,0
-0.0030438996575,-0.536570004947,-0.964629937609,-0.802078503452,0,0.351321604266,-0.311230238005,Greys,0,0,0,1,0,0,0,0
1.44643212772,-1.05342058215,1.39848084745,-1.98794819697,1,-1.27857551756,1.32346567941,Yellows,0,0,0,0,1,0,0,0
-1.09015092019,-0.936337279771,0.172288970844,0.846527353439,-1,-0.573561421031,0.248898568716,Pinks,0,0,1,0,0,0,0,0
0.359325107188,0.176344999315,0.336379015986,-0.617771301563,-1,-0.195938833693,-0.679167725891,Purples,0,0,0,0,1,0,0,0
-1.45251992704,0.0858094717672,-0.0528648422072,-0.554516606666,-1,0.682365453682,-1.42673433182,Browns,0,0,1,0,0,0,0,0
-1.81488893388,-0.695386897586,-0.371787492454,-0.704536235335,0,0.534650648624,-0.582258726303,Greys,0,0,0,0,0,1,0,0
2.17117014141,0.881299761563,1.24026094228,-0.568775030331,-1,-0.586760614589,0.114323356901,Greens,1,0,0,0,0,0,0,0
0.721694114033,0.432456552012,1.28855247638,0.604337344541,-1,-1.03839992225,0.595530795026,Greens,1,0,0,0,0,0,0,0
-0.365412906503,-0.532256120876,0.103139868922,0.798220983099,-1,-0.598534582724,0.0704732611415,Purples,0,0,0,0,0,0,0,1
0.359325107188,-0.486454838501,-0.216626565988,1.13740378177,-1,0.753784057564,-0.849136291894,Whites,1,0,0,0,0,0,0,0
0.359325107188,2.11610797645,0.216251807567,-0.685731940222,-1,2.32885491798,0.522566103762,Pinks,1,0,0,0,0,0,0,0
0.359325107188,0.57418098915,1.45026477944,-0.324457650541,-1,-0.976545571027,0.618198302377,Greens,0,0,0,0,1,0,0,0
-0.727781913348,-0.513543937365,-0.668655596256,0.360985147331,-1,-0.655491749664,0.232019811917,Browns,0,1,0,0,0,0,0,0
1.44643212772,0.154028522966,1.15721250779,0.120587334246,-1,-1.10813054401,0.635677625924,Greens,1,0,0,0,0,0,0,0
0.721694114033,0.878760210843,1.36840330261,-0.364396675452,-1,-0.83777560355,0.442990032754,Greens,0,1,0,0,0,0,0,0
-1.81488893388,0.282482606672,-0.640147071493,-0.7449264744,0,0.0405166749861,-0.75486583741,Greys,0,0,0,0,0,1,0,0
1.08406312088,0.471569689435,1.15674181469,-0.467991091429,-1,-1.01018414819,0.494836930365,Greens,1,0,0,0,0,0,0,0
-0.727781913348,-0.0208846792782,0.415111349707,-0.694905355581,0,0.542206474568,-1.21489899091,Reds,0,0,0,1,0,0,0,0
-0.0030438996575,-0.564706016723,-0.746594151968,-0.315503526816,-1,-0.465634136693,0.113436511667,Browns,1,0,0,0,0,0,0,0
-1.09015092019,0.421774639622,-0.0270462949528,-0.511247490755,-1,0.908434188303,-1.64414875825,Whites,0,0,0,0,0,0,0,1
-1.09015092019,-0.730657624501,-0.65178249939,-0.639568000627,-1,-0.67790975592,0.357740789089,Pinks,0,0,1,0,0,0,0,0
2.17117014141,-0.0178840735382,-0.256457451326,0.513503388357,-1,-0.0546568272787,-0.749505016829,Purples,1,0,0,0,0,0,0,0
0.721694114033,-2.96930897604,-0.395294975726,1.87610626901,1,-0.0317353305472,1.66911266835,Blues,0,0,1,0,0,0,0,0
1.44643212772,0.364382651934,0.980476875239,1.62725473159,1,1.57825287387,2.02262193112,Blues,1,0,0,0,0,0,0,0
-0.727781913348,-0.578923484728,-0.680335791437,-0.847055245803,-1,-0.666669753326,0.279218624581,Browns,0,0,0,0,1,0,0,0
1.08406312088,-0.130243846181,0.145734648599,-0.622691830736,-1,0.336175403284,-1.08711989279,Purples,1,0,0,0,0,0,0,0
0.721694114033,-1.06670830512,-0.39433072701,-0.30474835815,-1,-0.0734973415481,0.0147500951293,Purples,0,0,1,0,0,0,0,0
-0.365412906503,0.587738212353,1.47812751436,-0.733725195134,-1,-1.05721915729,0.717413084144,Greens,0,0,1,0,0,0,0,0
-1.81488893388,1.89541610306,0.0577949319289,-0.183135472216,-1,2.35976784844,0.430001296061,Pinks,0,0,1,0,0,0,0,0
0.721694114033,-4.1530004766,-2.093431813,1.7438894093,1,-2.52323421574,4.59178741346,Blues,1,0,0,0,0,0,0,0
-1.09015092019,-0.691458769878,0.0738363480489,-0.454986965375,0,0.0486567554375,-0.440077573834,Oranges,0,0,0,0,0,1,0,0
2.17117014141,0.599912636763,1.604204722,-0.627433586295,-1,-0.853255905836,0.594727352585,Greens,1,0,0,0,0,0,0,0
-0.727781913348,0.114266738104,-0.376378088152,0.911451394629,-1,0.645794144671,-1.26005527619,Browns,0,1,0,0,0,0,0,0
0.359325107188,0.57070818649,0.387454507893,0.172655686124,-1,0.262118360462,-1.28249342455,Purples,0,0,1,0,0,0,0,0
-1.81488893388,0.580639237313,-0.802121336635,0.86958194237,0,-0.325426790399,-0.333006121354,Oranges,0,0,0,0,0,1,0,0
0.721694114033,1.74901354932,-3.19120600877,2.37964479582,1,-1.50340784015,2.6419755519,Blues,0,0,0,0,1,0,0,0
-0.365412906503,-0.47168629751,-0.307265540413,-0.358881505028,0,-0.323073891116,-0.229603335647,Oranges,0,0,0,0,0,0,1,0
-1.45251992704,-0.559969489828,-0.657915594914,-0.822929882342,-1,-0.497991148091,0.101692307127,Browns,0,0,0,0,0,0,0,1
-1.09015092019,-0.723139798856,-0.883931121216,-0.510379863516,-1,-0.857081339613,0.615232433576,Browns,0,0,0,0,0,0,0,1
-0.727781913348,0.767503278891,-0.962589043141,-0.636566836686,0,0.0682593532298,-0.551854011724,Greys,0,0,0,1,0,0,0,0
1.08406312088,0.702764498394,1.84567474742,-0.240235832564,-1,-0.835260913955,0.751261367911,Greens,0,0,0,0,0,0,0,1
-0.365412906503,0.483767859924,1.22079714066,0.432847585997,-1,-0.939269504092,0.450725855073,Greens,0,0,0,0,0,0,0,1
-1.81488893388,-0.651728919523,-0.84935999796,-0.849749478313,-1,-0.466164044886,0.209303212389,Browns,0,0,1,0,0,0,0,0
-0.727781913348,-0.530938795835,-0.810511186852,-0.358803700541,-1,-1.06565923804,0.70837110149,Pinks,0,0,0,0,0,0,0,1
0.359325107188,0.0057269352355,0.267794616812,-0.920329958879,0,-0.0912858531601,-0.79778840901,Reds,0,0,0,0,0,0,1,0
1.08406312088,0.49001424684,1.31178514561,-0.763701163752,-1,-0.787636038775,0.344280134736,Greens,0,0,0,0,1,0,0,0
1.08406312088,0.502403890561,0.0342301936335,0.459400589125,-1,0.492185178977,-1.63211103667,Purples,0,0,0,0,1,0,0,0
0.359325107188,-0.378763716316,-0.26051470864,-0.132139632963,-1,1.01737094854,-0.872479961586,Whites,1,0,0,0,0,0,0,0
-0.727781913348,0.262994478788,0.471726594887,-0.343797753743,0,-0.0140175058561,-0.886287249596,Oranges,0,0,0,0,0,1,0,0
-0.365412906503,1.13219316153,1.12732226442,-1.95922157105,1,1.64609427332,-0.278818175667,Yellows,0,0,0,0,0,0,0,1
1.08406312088,-0.612560981257,0.421663107393,-0.468641334769,-1,-1.04272963092,0.567487760633,Purples,0,1,0,0,0,0,0,0
1.08406312088,0.566505395839,1.0028677457,-0.605574991301,-1,-1.15733754271,0.586946922212,Greens,0,0,0,0,1,0,0,0
0.721694114033,0.498863165059,1.23519435282,-1.0018696513,-1,-0.860193638758,0.374218112998,Greens,0,0,1,0,0,0,0,0
0.359325107188,-1.31129860601,1.87942426612,3.02222148885,1,-2.15685143157,2.50722709956,Blues,0,0,0,0,0,0,0,1
0.359325107188,-0.10807940254,0.0979635006392,-0.475548211258,-1,-0.584670478123,-0.1804878543,Purples,0,0,0,0,1,0,0,0
1.44643212772,-0.588425240392,0.535510440228,-0.674147279584,-1,-0.144797257683,-0.296835334259,Purples,0,1,0,0,0,0,0,0
1.80880113457,-0.285744975207,-0.505975346927,-0.0708662417583,-1,-0.375215462441,-0.213903305537,Purples,1,0,0,0,0,0,0,0
-0.727781913348,-0.122623462563,-0.38956024319,-0.112334688807,0,0.00319617965799,-0.700403001591,Greys,0,0,0,0,0,1,0,0
1.80880113457,0.0349879130049,-0.183532342194,-0.515667648586,-1,0.0309141351221,-0.883875487019,Purples,1,0,0,0,0,0,0,0
-0.365412906503,-1.17848469153,0.788731869233,2.37209698695,1,-2.39925418974,2.35805105504,Blues,0,0,0,0,0,0,0,1
-1.45251992704,-0.132336061885,-0.372572629071,-0.169669491093,-1,0.912355849788,-1.05960578172,Browns,0,0,0,0,0,0,0,1
-0.365412906503,-0.608490326754,-0.292202891439,-0.932428933264,-1,0.616153687899,-0.704083559538,Purples,0,0,1,0,0,0,0,0
2.17117014141,-1.90763381971,-3.95889951292,3.89513381428,1,-2.82524034443,4.6702004266,Blues,1,0,0,0,0,0,0,0
-0.365412906503,1.22713065724,1.306696378,0.0781326830473,-1,-0.652551998209,0.288378302663,Greens,0,0,0,0,0,0,0,1
1.08406312088,1.9028167853,-3.20975098697,1.86068285532,1,-1.27810618818,2.53473197082,Blues,0,1,0,0,0,0,0,0
0.721694114033,-0.806890979523,-0.103354814285,-0.384772429636,-1,0.231915962229,-0.440166126505,Purples,0,0,0,0,1,0,0,0
-0.0030438996575,-0.723388129801,-0.222247621111,-0.710554124576,-1,0.0952811560307,-0.41014622826,Purples,0,0,0,0,1,0,0,0
-0.365412906503,0.887072697932,1.40018997786,-0.599568615743,-1,-1.01408517365,0.64250717768,Greens,0,0,1,0,0,0,0,0
0.721694114033,-0.163126607923,0.156799332112,-0.442383353209,-1,0.107737469607,-0.877645336362,Purples,0,0,1,0,0,0,0,0
-1.09015092019,-0.325528897555,0.471759959146,-0.729320739049,0,0.126891087791,-0.711362620717,Oranges,0,0,0,0,0,0,1,0
0.721694114033,-0.839766840033,0.973774743112,1.98417000725,1,-1.92203799639,1.74317993073,Blues,0,0,1,0,0,0,0,0
0.721694114033,-3.89302552955,-3.07174445041,3.30395616798,1,-1.52069757969,4.21390838903,Blues,0,0,0,0,0,0,0,1
1.08406312088,-0.14350608301,0.461425059747,-0.362719035134,-1,-0.596141740276,-0.109938075315,Purples,0,0,0,0,0,0,0,1
0.721694114033,-0.177269266761,-0.109038620011,0.0241191944494,-1,0.15028312716,-0.661282311338,Purples,0,0,0,0,0,0,0,1
-0.365412906503,-0.00811180596435,-0.826450742349,1.85752643553,1,1.82851076229,-0.176984306618,Blues,0,0,0,0,0,0,0,1
-0.727781913348,-0.396010497965,-0.604414813123,-0.755853995791,-1,0.0820490147208,-0.49439499324,Purples,0,0,1,0,0,0,0,0
-0.365412906503,-0.441275148082,-0.25923467169,-0.104930888152,0,0.491448498723,-0.836205537481,Reds,0,0,0,0,0,0,1,0
1.80880113457,0.133818800889,0.859047874539,-0.311054086691,-1,-0.141487705432,-0.516452501098,Purples,1,0,0,0,0,0,0,0
0.721694114033,-2.97992174123,1.67724725722,2.56384603205,1,-2.60521554032,3.70279064674,Blues,0,0,1,0,0,0,0,0
0.721694114033,-0.534871245856,1.04587960211,3.88950947657,1,1.04133095606,-0.399841926148,Blues,0,0,1,0,0,0,0,0
1.08406312088,-0.905108331741,0.490322555075,-0.140190694789,-1,0.0783785040002,-0.661282311338,Purples,1,0,0,0,0,0,0,0
-0.727781913348,-0.388016613954,0.930299358708,0.286304238655,-1,-0.597809345617,0.15659402933,Pinks,0,0,0,0,0,0,0,1
-1.09015092019,0.349596572195,0.367879101267,0.749129778631,-1,0.765869454477,-1.4781291327,Whites,0,0,0,0,0,0,0,1
2.17117014141,0.53941477027,1.44154551492,0.215784064411,-1,-0.736884666512,0.374531298267,Greens,1,0,0,0,0,0,0,0
-0.727781913348,2.2104547864,0.0355118645502,0.363527918573,-1,2.26075140252,0.509203606656,Pinks,0,0,0,0,0,0,0,1
-0.365412906503,-0.0470812471574,-0.218017327187,-0.517790537026,-1,0.722304962843,-1.244210034,Browns,0,1,0,0,0,0,0,0
1.44643212772,-1.10351348955,1.42993326375,1.34686681195,1,1.48670377456,0.426520836657,Yellows,1,0,0,0,0,0,0,0
-0.365412906503,0.607761738196,1.35786287504,-0.8437036021,-1,-1.04137112716,0.631703632404,Greens,0,0,1,0,0,0,0,0
0.721694114033,-0.194146353282,-0.395373609834,-0.891838784289,-1,-0.0800639077551,-0.583908576718,Purples,1,0,0,0,0,0,0,0
-0.727781913348,0.203521114574,-0.404168678039,0.739211855865,-1,-0.0639967042374,-0.769453053188,Purples,0,0,1,0,0,0,0,0
-0.365412906503,-1.96013972423,1.65408479649,2.35407882717,1,-0.933664107387,1.68113852756,Blues,0,0,1,0,0,0,0,0
0.721694114033,0.219677011984,0.158591442026,0.250550026704,-1,0.44996365991,-1.43615073331,Purples,1,0,0,0,0,0,0,0
1.08406312088,0.413169200833,1.42676849906,-0.224546172561,-1,-0.668530515713,0.324894640673,Greens,0,0,0,0,0,0,0,1
2.17117014141,-0.0663280714666,0.0384904960246,-0.671773591658,-1,-0.231393941219,-0.592147397816,Purples,1,0,0,0,0,0,0,0
0.359325107188,0.297319731568,0.602008671735,-0.359487365237,-1,0.561972617644,-1.29082820929,Purples,0,0,0,0,1,0,0,0
-1.09015092019,-0.306941217624,-0.431228112171,1.0333531174,-1,-0.526671395666,-0.0777515982651,Pinks,0,0,0,0,1,0,0,0
-0.727781913348,2.14545831871,0.450462291502,-0.340579975261,-1,2.36285168847,0.599150605083,Pinks,0,1,0,0,0,0,0,0
-1.09015092019,-0.0825341746217,-0.572066763906,-0.739897380959,0,0.640597284821,-0.979511343126,Greys,0,0,0,0,0,1,0,0
-0.727781913348,-0.965478841855,0.0371383522807,0.107765202791,-1,-0.402451847225,0.117280696716,Purples,0,0,1,0,0,0,0,0
-1.45251992704,-0.375173960471,-0.651891549318,0.856368152234,0,0.478590264783,-0.681897139328,Greys,0,0,0,0,0,1,0,0
-1.09015092019,1.82411389879,-0.281804834358,-0.80165299348,-1,2.00733398185,0.0689202700767,Pinks,0,0,1,0,0,0,0,0
0.359325107188,0.984369640429,-3.9866870972,2.86369750492,1,-1.16188195904,2.9941270787,Blues,0,0,0,0,0,0,0,1
0.359325107188,0.638517636285,1.49244532525,-0.0748408671282,-1,-0.989552013985,0.65725447366,Greens,0,0,1,0,0,0,0,0
-0.365412906503,0.375296151222,-0.291510938528,-0.369967887047,-1,0.329160586936,-1.27219022201,Purples,0,0,1,0,0,0,0,0
-0.365412906503,0.858150056696,1.27970909091,0.0996725991848,-1,-1.01652240076,0.575169381907,Greens,0,0,1,0,0,0,0,0
1.08406312088,1.03837703737,-1.06198013539,1.03548000918,1,-1.16456336195,0.733237616214,Yellows,0,0,0,0,1,0,0,0
0.359325107188,-0.0404971984464,-1.99187094959,1.52295553472,1,1.84763975321,1.09689227568,Blues,0,0,1,0,0,0,0,0
-1.45251992704,-0.447342805018,-0.692553599194,-0.477621713923,-1,-0.6469830779,0.202383634556,Browns,0,0,1,0,0,0,0,0
1.80880113457,-0.117465174016,0.441567296815,-0.586532899134,-1,0.269113225212,-0.972490703972,Purples,0,1,0,0,0,0,0,0
-0.365412906503,0.305263174892,-0.262184724465,0.607702386967,-1,0.736950817679,0.04855450403,Browns,0,1,0,0,0,0,0,0
1.08406312088,-0.251307168879,0.515655378547,-0.0700968859993,-1,0.400303399649,-0.921188825793,Purples,1,0,0,0,0,0,0,0
0.721694114033,0.144404155677,-0.547774918543,-0.266547822391,-1,-0.207612467652,-0.533519058312,Purples,1,0,0,0,0,0,0,0
-0.365412906503,0.54685353625,1.30130002401,-0.305601337224,-1,-1.1180538817,0.683246351151,Greens,0,0,1,0,0,0,0,0
1.44643212772,1.01050434393,1.39883187342,-0.0416336692198,-1,-0.521199007902,0.178699757487,Greens,0,0,0,0,1,0,0,0
0.721694114033,0.14714727043,0.522830186386,-0.395722131151,-1,-0.188580019211,-0.641864485037,Purples,0,0,0,0,1,0,0,0
-0.365412906503,-0.145466712291,0.65565862601,-0.0494169651254,-1,0.205202598949,-0.802757633199,Purples,0,0,0,0,0,0,0,1
0.359325107188,-0.123573474639,0.155078834365,0.479758170001,-1,0.3895862792,-1.1276070336,Purples,0,0,0,0,1,0,0,0
-0.727781913348,2.20514238334,0.0118294626722,-0.29640460244,-1,2.33634630239,0.579553473204,Pinks,0,1,0,0,0,0,0,0
0.721694114033,-0.498311294479,-0.317465235922,-0.918637404579,-1,-0.0732258874221,-0.430127327031,Purples,0,0,0,0,0,0,0,1
-1.81488893388,0.209978422022,-0.16468234628,-0.740912011098,-1,0.936281908772,-1.42125023637,Browns,0,0,1,0,0,0,0,0
-0.727781913348,-0.101509690542,0.268340167229,-0.530211073621,0,0.671368077951,-1.21199867893,Reds,0,0,0,0,0,0,1,0
-0.0030438996575,0.625755795523,0.907166122676,-0.69321739232,-1,-0.67410444961,0.00054195187107,Greens,0,1,0,0,0,0,0,0
-0.727781913348,-0.779330496803,0.614576364965,-0.19237258193,-1,-0.393498828889,0.0609065645334,Pinks,0,0,0,0,0,0,0,1
1.08406312088,0.607295791746,1.10953691067,0.941371267029,-1,-0.993444870094,0.450307031842,Greens,0,0,0,0,0,0,0,1
-0.0030438996575,0.0752899212595,-0.223179439014,-0.807675394275,-1,0.655256647348,-1.33674573782,Browns,1,0,0,0,0,0,0,0
1.44643212772,0.11725829152,-0.0721863545073,0.845406599116,-1,-0.299196133655,-0.578867134053,Purples,0,1,0,0,0,0,0,0
-0.0030438996575,-1.35003932856,0.164534267145,0.720547537424,-1,-0.505188673287,0.482782165887,Whites,1,0,0,0,0,0,0,0
-1.45251992704,-0.134080491718,-0.654141989593,-0.561082424054,0,0.174868707627,-0.683740843659,Greys,0,0,0,1,0,0,0,0
0.721694114033,1.67395788093,-3.56514488647,1.82100520894,1,1.50537500428,2.1885675532,Blues,0,0,0,0,1,0,0,0
-1.45251992704,-0.180274685295,-0.681815771449,0.49808733591,0,0.0854765370484,-0.578397952801,Greys,0,0,0,1,0,0,0,0
1.80880113457,-0.107507518442,0.0589815728237,-0.868779765715,-1,0.535089041688,-1.22217360811,Purples,0,1,0,0,0,0,0,0
-0.365412906503,0.373901374787,-0.78380082819,-0.840649222759,0,-0.0930832215734,-0.55237349981,Greys,0,0,0,0,0,1,0,0
1.08406312088,0.433584489744,1.1629535065,0.25289355407,-1,-0.962295633358,0.447962964967,Greens,0,1,0,0,0,0,0,0
2.17117014141,1.04671376489,2.17791455207,1.17557113673,1,-1.25809941985,1.40165674938,Yellows,1,0,0,0,0,0,0,0
0.359325107188,0.652793036207,1.28334619306,2.13853381254,1,1.59009108359,-0.285574282058,Blues,0,1,0,0,0,0,0,0
1.80880113457,-0.799367217127,0.103139868922,-0.286834373311,-1,-0.0867637820337,-0.178318567132,Purples,1,0,0,0,0,0,0,0
-0.0030438996575,2.04043484227,-0.173136947913,-1.04184985304,-1,2.27188256393,0.434382197321,Pinks,0,1,0,0,0,0,0,0
0.359325107188,-0.0915541070606,-3.35556253119,2.62028421651,1,0.420991890959,1.79520709397,Blues,0,1,0,0,0,0,0,0
-0.727781913348,-0.716716773656,-0.797561002293,-0.084020320569,-1,-0.60330401354,0.340180065377,Browns,0,0,0,0,1,0,0,0
