,Vote,Occupation_Satisfaction,Avg_monthly_expense_when_under_age_21,AVG_lottary_expanses,Avg_Satisfaction_with_previous_vote,Garden_sqr_meter_per_person_in_residancy_area,Financial_balance_score_(0-1),%Of_Household_Income,Avg_government_satisfaction,Avg_education_importance,Avg_environmental_importance,Avg_Residancy_Altitude,Yearly_ExpensesK,%Time_invested_in_work,Yearly_IncomeK,Avg_monthly_household_cost,Phone_minutes_10_years,Weighted_education_rank,%_satisfaction_financial_policy,Avg_monthly_income_all_years,Last_school_grades,Number_of_differnt_parties_voted_for,Political_interest_Total_Score,Number_of_valued_Kneset_members,Overall_happiness_score,Num_of_kids_born_last_10_years,Will_vote_only_large_party_int,Financial_agenda_matters_int,Looking_at_poles_results_int,Married_int,Gender_int,Most_Important_Issue_0,Most_Important_Issue_1,Most_Important_Issue_2,Most_Important_Issue_3,Most_Important_Issue_4,Most_Important_Issue_5,Most_Important_Issue_6,Most_Important_Issue_7,Voting_Time_0,Voting_Time_1,Age_group_0,Age_group_1,Age_group_2,Main_transportation_0,Main_transportation_1,Main_transportation_2,Main_transportation_3,Occupation_0,Occupation_1,Occupation_2,Occupation_3,Occupation_4
1816,Purples,0.2,0.369263645827,0.238479247955,0.370174664389,-0.192903097313,0.928605682217,0.039297419833,0.972963789711,0.314448761288,0.726931797573,0.224912204547,-0.900842977568,0.73331679171,-0.0133708103695,0.0710073373373,-0.318888201118,-0.593263521464,0.957590606064,0.00174659756374,1.0,0.000804894902441,0.187478246343,1.44643212772,0.477601537044,1.30799766544,-1,-1,-1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1
9754,Browns,0.3,-0.820415754786,-0.607698417989,-0.819317538184,0.701657932853,0.500569352298,0.356733049732,0.397928788094,0.577787711518,0.439509832999,0.80964366789,-0.970852978997,0.5192499205,-0.193780912207,-0.122798067119,0.554002229974,-0.980799831005,0.207168350928,-0.5556244464,0.7,0.805699797343,-0.678151396325,-1.45251992704,-0.46657416176,-0.628485664842,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1
1680,Browns,0.9,-0.799564670259,-0.732283229009,-0.798469734609,-0.704429053059,0.00981744634919,0.64298091596,0.0305281595793,0.783853244968,0.495811754838,0.920589029323,0.287041005858,0.829281890532,-0.537312270123,-0.86943075106,-0.710891365397,0.463507640084,0.0282558705658,-0.55185329966,1.0,0.000804894902441,-0.948160206997,-0.0030438996575,-0.641639445415,-0.628485664842,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,1,-1
9888,Reds,0.3,-0.662867393261,-0.514283328187,-0.661793967156,0.21255065667,0.668945732061,0.297484404175,0.122456452111,0.125612524571,0.517744691344,0.592287283391,0.486212316045,0.196484618355,-0.449549791148,-0.36955678784,0.0472054801473,-0.712819610135,0.087616950972,-0.521830065726,0.4,0.000804894902441,-0.396057701767,-1.45251992704,-0.186301150235,0.339756000298,0,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,1,-1,-1
7381,Whites,0.3,0.139023655981,-0.182188134038,0.13997090319,-0.851182369846,0.78058699891,0.654728972586,0.875392886112,0.153455930529,0.289018483832,0.606979150558,0.736248035434,0.442335989093,-1.53325545514,-1.43205299362,-0.808965293054,0.897633711692,0.108836572152,-0.160485041072,0.6,0.805699797343,-1.19931874758,-1.45251992704,0.0686339192003,-0.628485664842,-1,1,-1,1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,1,-1
4310,Reds,0.2,-1.0161390753,-0.834342678223,-1.01501006131,0.144965547004,0.96028116974,0.325753517449,0.0859934880864,0.166927710641,0.892305473099,0.370424708119,0.636233747678,0.195544747636,-0.574493083029,-0.404154061024,-0.0172199176344,-0.599294174509,0.405492661986,-0.580591457779,0.4,1.61059469978,-0.350601130896,-0.365412906503,0.134052887329,-0.628485664842,0,1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,1,-1,-1,-1,-1,-1,-1,1
6599,Whites,0.4,-0.277980455417,-0.048097451383,-0.276967591915,0.697898299374,0.24354543048,0.233339530416,0.150574334664,0.0892150788568,0.190114396159,0.324442951474,-0.692241748821,0.519763506018,0.234725743501,0.407421598103,0.549834831807,-1.56513926042,0.837987809675,-0.387892126539,0.7,-1.60898490998,0.349839052139,-0.727781913348,0.221260956522,-0.628485664842,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,1,-1
5125,Greys,0.1,-0.310772277979,-0.0629297146596,-0.309754254629,0.777277133994,0.976436746772,0.352686761646,0.531124381116,0.435430062935,0.280849755043,0.341095920652,-0.35533647664,0.728205399821,0.0854335885285,0.0293773059457,0.638717058383,-0.852442077432,0.000883335014805,-0.402144837956,0.4,-0.804090007539,-0.230478505731,-1.45251992704,-0.829519928655,-0.628485664842,0,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,1,1,-1,-1,-1,1,-1,-1,-1,-1
7000,Purples,0.4,-0.513840081844,-0.398656702542,-0.512790105436,0.113548522723,0.492598590441,0.645923016127,0.460538483225,0.73918130016,0.702929977793,0.331876388052,-0.295613659094,0.367456173291,0.133759092087,0.110039804186,-0.0467048637113,-1.03822793552,0.268635063665,-0.478619780526,0.8,0.805699797343,0.0662898820035,1.08406312088,-0.101287594252,-0.628485664842,-1,1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,1,-1,1,-1,-1,-1,-1
7092,Purples,0.3,-0.934446097808,-0.762904481049,-0.93332993834,0.139592571919,0.282033264171,0.968309401302,0.733231102116,0.505628488725,0.410851602443,0.113818065031,0.601371624518,0.697816799395,-0.0403085020937,-0.00127819857836,-0.0222833094702,-0.984648618533,0.0906133870594,-0.572462978867,0.6,0.000804894902441,-0.0150564491115,0.721694114033,-0.00125798816496,-0.628485664842,-1,-1,-1,1,1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1
9097,Pinks,0.6,-0.354651286581,-0.469697306358,-0.353626358795,-0.807872724534,0.0934188482352,0.72299996065,0.414572832175,0.127595135011,0.205521890428,0.332383005414,-0.283326189456,0.936075356789,-0.74681612348,-0.740063548547,-0.780689150022,0.363838675687,0.0407060831785,-0.42038858183,0.9,0.000804894902441,-0.546980745383,-0.727781913348,0.205887745364,-0.628485664842,-1,1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1
3909,Purples,0.9,-0.765866565576,-0.695297304246,-0.76477693238,-0.569229875199,0.394325407455,0.56974797789,0.1494328517,0.8822898129,0.315221316647,0.245329798898,-0.532218888413,0.941330497619,0.602255580696,0.498353834411,-0.614861089115,-0.661282311338,0.25677028182,-0.545306253531,0.6,0.000804894902441,0.615054547292,0.359325107188,0.497711500525,-0.628485664842,-1,-1,-1,1,1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1
6035,Browns,0.3,-0.811792862133,-0.625319148175,-0.810696002357,0.437752637478,0.934645374538,0.74908812996,0.726776832948,0.281015934423,0.805305923568,0.850071828812,-0.260465780826,0.77922730078,-0.133353900945,-0.166743803661,-0.555654997366,-0.86762044334,0.477447176818,-0.554090850912,1.0,-1.60898490998,-0.324920904008,-0.365412906503,-0.600010701564,0.339756000298,-1,-1,-1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1
1192,Purples,1.0,-0.724196609407,-0.539116349473,-0.723113533047,0.454575315406,0.561953029362,0.610506834229,0.976884933421,0.409014713485,0.410530733643,0.0139640397392,-0.707958279754,0.471062057419,-0.50430940023,-0.321653650959,0.289076281549,-0.819306609645,0.716958364239,-0.536437507892,0.7,0.000804894902441,-0.343252857563,-0.365412906503,-0.0367543807476,1.30799766544,-1,1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1
9540,Pinks,0.8,0.285512157778,1.07542476489,0.286436354776,2.03531597485,0.109515938442,0.295098393923,0.192370599834,0.198804357322,0.769160126103,0.715247702319,0.706815259323,0.920892140362,1.83542097223,1.86103483293,2.2979800267,0.130192499587,0.837590983603,-0.060285617325,1.0,-0.804090007539,1.40045895106,0.359325107188,-0.399778215858,6.14920599114,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1
5148,Oranges,0.8,-0.666580476584,-0.535552994265,-0.66550646622,0.0851959782942,0.375509582227,0.0242125031073,0.369071240304,0.28973854566,0.4829340789,0.322076680139,-0.685955136448,0.879968493478,-0.620440745601,-0.7893798634,-0.0730613778459,-0.00694849548747,0.66530301515,-0.522767099148,0.5,-0.804090007539,-0.975535026602,-0.727781913348,-1.15176094962,4.21272266086,0,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1
462,Greens,0.9,-0.679198150308,-0.681429135084,-0.678122154531,-0.897748941192,0.932631109143,0.348830317147,0.377518768422,0.328561196337,0.273672970012,0.934662816813,0.397913987713,0.223692932865,0.496114681692,0.576066057642,-0.838744445592,0.518612261601,0.980795035837,-0.525900584659,0.7,0.000804894902441,0.918304116965,-0.0030438996575,1.41517605163,0.339756000298,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,1,-1
7465,Blues,0.8,1.46878247498,2.50998352633,1.46952048242,1.72691384068,0.180884036934,0.398842279566,0.456639919197,0.936000712216,0.0802655748557,0.423540572869,0.873981997428,0.797667180654,-4.11274343005,-3.55654390952,1.8475972146,3.34748962405,0.295888433,1.13630537121,1.0,-0.804090007539,-3.86038038375,2.17117014141,-2.16166873303,1.30799766544,1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1
3149,Purples,0.2,-0.443422249254,-0.338562847833,-0.442383353209,0.107737469607,0.0330204113852,0.061351981014,0.544049918419,0.470902670408,0.128343303455,0.299228420481,-0.280182883269,0.178809912875,-0.163126607923,-0.0683146871812,-0.0521263271244,-0.877645336362,0.528265292523,-0.454399327422,0.6,-1.60898490998,-0.0930556543201,0.721694114033,0.156799332112,-0.628485664842,-1,1,-1,1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,1,-1
9115,Greys,0.4,-0.589401587645,-0.418588413815,-0.588339721507,0.395903831835,0.981501313159,0.27984829084,0.837104396662,0.748108268483,0.166594816837,0.898711163783,0.349335619374,0.550902224379,0.27633631272,0.18514241787,0.228839767945,-1.13089838881,0.0383897644933,-0.501894872456,0.4,-0.804090007539,0.0182261090872,-0.727781913348,-0.506227098583,-0.628485664842,0,-1,-1,1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,1,-1
1527,Reds,0.1,-0.933032935739,-0.728918099715,-0.931916998635,0.629221938357,0.694746220252,0.619855175028,0.161841680994,0.119390557054,0.62145052664,0.42398481234,0.585083583369,0.442279370967,0.0998220328312,0.336659736993,0.474450891816,-1.32555080967,0.809949528193,-0.572293466614,0.4,-1.60898490998,0.339257956102,-0.0030438996575,0.434887800906,0.339756000298,0,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1
69,Browns,0.6,-0.256190229998,-0.0583437063159,-0.255180795224,0.569379708413,0.0472554946318,0.919706369052,0.214769468177,0.558961859206,0.641723088687,0.105291892076,0.405629375625,0.0366611781064,0.268299505895,0.331655989465,0.409909445579,-1.53745743049,0.506548875943,-0.378128478133,0.9,1.61059469978,0.230641677879,-0.365412906503,-0.0660753211029,-0.628485664842,-1,1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,1,-1,-1
3624,Oranges,0.9,-0.782797866763,-0.666376087914,-0.781705569398,-0.196749350311,0.540868720505,0.799097230425,0.838393148268,0.736834398471,0.196518995566,0.311189317377,0.777968281183,0.209874324035,-0.899272741875,-0.889061776522,-0.322126587694,-0.0240458236655,0.79498685454,-0.548665619086,0.3,0.000804894902441,-0.87602363551,-1.09015092019,-0.410581900543,0.339756000298,0,1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,1,-1,-1,1,-1,1,-1,-1,-1,-1
1922,Browns,0.7,-0.951518051182,-0.813320668435,-0.950399205414,-0.434310231185,0.336582930759,0.117609166075,0.335305619519,0.990260912571,0.135747199878,0.309927263996,-0.0901557365338,0.320090617286,-0.389083973482,-0.62421588839,-0.513601035705,0.0241572032012,0.235258261207,-0.574433139181,1.0,1.61059469978,-0.699087258458,-0.365412906503,-0.801539341693,0.339756000298,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1
4839,Browns,0.7,-0.808771778678,-0.600369691883,-0.807675394275,0.655256647348,0.7690793972,0.81243177643,0.097897995729,0.333253548481,0.495811754838,0.498886168702,-0.527075296471,0.729348185705,0.0752899212595,0.151319880337,0.502863038177,-1.33674573782,0.777902956353,-0.553544889271,1.0,0.000804894902441,0.0246541379469,-0.0030438996575,-0.223179439014,0.339756000298,-1,-1,-1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,1,-1,-1
3886,Yellows,0.7,1.05179640284,-0.407917726707,1.05260002374,-2.33136255939,0.0907462751493,0.951333210804,0.0217545724008,0.632782695116,0.495811754838,0.988188314019,-0.423060437205,0.913365770364,1.33414006639,0.936503112879,-1.43946559363,2.15075135683,0.244680937845,0.635989964625,0.6,0.000804894902441,1.37589134678,0.721694114033,1.38309717468,-0.628485664842,1,1,1,1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,1,-1,1,-1,-1,-1,-1
9529,Greens,0.3,-0.509165486316,-0.616675068442,-0.508116245463,-1.089934652,0.48760633287,0.574760997668,0.747598085552,0.4275678962,0.0628408538178,0.457546634134,0.845692241749,0.506288914941,0.770649204674,0.788662743724,-0.954812041235,0.786965186785,0.631825831719,-0.477087568549,0.9,0.000804894902441,1.15445091861,1.44643212772,1.5298595924,1.30799766544,-1,-1,-1,1,1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,1
8643,Pinks,0.6,0.396781376148,0.0611055768457,0.397688064749,-0.649266094578,0.889906921424,0.0228152070194,0.893108688528,0.662564670201,0.17824418284,0.242922799196,-0.450778682669,0.546826072503,-0.756568804965,-0.850794526485,-0.672367421985,0.33478861323,0.849418852245,0.0228816713591,1.0,0.000804894902441,-0.779122917393,-0.365412906503,-0.325798307035,-0.628485664842,-1,-1,-1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1
8837,Browns,0.1,0.083269992374,-0.159555279704,0.084226012515,-0.690098521119,0.229408471845,0.62356421724,0.940435600001,0.778297461336,0.790591993369,0.125697925221,0.380482926132,0.729122477351,-0.562483957229,-0.797629141105,-0.700970564087,0.301628093215,0.106423217105,-0.195846119228,0.6,0.000804894902441,-0.809176755269,-1.81488893388,-0.700269370416,-0.628485664842,-1,1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,1,1,-1,-1,-1,-1
3722,Greens,0.7,0.376668399799,0.100722643249,0.377578253211,-0.526458539325,0.215916562825,0.201729020104,0.66041382635,0.616516799666,0.497133308789,0.20270708343,-0.179597085298,0.682557081804,0.674537413385,0.891282145363,-0.82509655306,0.408271117902,0.0132750924677,0.0073971891301,0.7,0.805699797343,1.24003197577,-0.0030438996575,1.74444931424,-0.628485664842,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,-1
6448,Purples,0.4,0.309803363974,0.353231398962,0.31072373871,0.199053198587,0.301550153876,0.191690506181,0.782042979961,0.468231649604,0.718711392721,0.805559975794,0.758536933848,0.904446288943,0.381697149425,0.568688204419,0.0342303106232,-0.914781653238,0.848050682573,-0.0426493016816,1.0,1.61059469978,0.672142501689,0.721694114033,0.805761843478,-0.628485664842,-1,1,-1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1
7128,Purples,0.2,-0.649581720075,-0.483299831534,-0.648510384493,0.24338055088,0.164988065371,0.351550816325,0.488845783751,0.622791248374,0.656342788832,0.174063255545,0.499357051007,0.0909191772807,0.0824382969159,0.0775878204666,0.175886313454,-1.16247194222,0.132118873997,-0.518421715898,0.9,0.000804894902441,-0.0204066918581,1.80880113457,-0.261487427871,-0.628485664842,-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,1
8785,Purples,0.5,-0.596112671293,-0.390890273254,-0.595049749155,0.608268549137,0.500569352298,0.515632853843,0.364011101192,0.095586188836,0.616706195287,0.796318238368,0.783111873125,0.0496216572355,0.365901659645,0.301148391477,0.4517307298,-1.24181188248,0.901266225381,-0.503826197841,0.6,0.805699797343,0.098454769895,-0.365412906503,-0.525799182254,0.339756000298,-1,-1,-1,1,1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,-1
467,Pinks,0.4,0.219568815057,0.912849501983,-0.380936052807,1.85430009719,0.697786790784,0.697477372596,0.186946620233,0.614824805409,0.0801534084603,0.6911421041,-0.202457493928,0.506288914941,1.63448222106,1.67773333995,2.03019434555,-0.178954258361,0.931957172696,-0.106698563799,0.6,-1.60898490998,1.27086904278,-1.81488893388,-0.313710442937,-0.628485664842,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,1
181,Browns,0.7,-0.835425955356,-0.755436172186,-0.834325376873,-0.705403054968,0.756883045193,0.126358708134,0.808964756783,0.76682007499,0.149792125449,0.12676945026,-0.71395913702,0.152602352668,-0.60318805923,-0.850506573932,-0.71156343124,0.361077240956,0.148369131377,-0.558206735419,0.8,-0.804090007539,-0.869061846205,-0.727781913348,-0.761806470503,0.339756000298,-1,1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,1,-1,1,-1,-1,-1,-1,1,-1,-1,-1
316,Blues,0.2,3.92902940592,6.42117305963,3.9293802894,2.19899553299,0.727491880767,0.112554068444,0.532642059261,0.328251715284,0.791784895584,0.30968935485,0.31361623089,0.506288914941,0.59725192991,0.582707611675,2.54852284895,0.564102814581,0.784090869362,5.83024388508,1.0,0.000804894902441,-0.0230432181264,0.721694114033,-1.54210705325,-0.628485664842,1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1
1525,Blues,0.7,1.53698640071,0.273937216451,1.53771367614,-1.36403306284,0.76106377854,0.570373126538,0.228424379835,0.640123091871,0.0802145812195,0.233313827775,0.776539505644,0.226708907168,-1.34329481282,-1.09839869303,-1.10131278692,1.46546433188,0.211106438888,1.22628276389,1.0,-0.804090007539,-0.601306394425,1.08406312088,1.19260063441,1.30799766544,1,-1,1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,1,-1
5941,Purples,0.8,-0.584554408651,-0.417281081811,-0.583493305225,0.37579369544,0.594636768568,0.503486110829,0.328379378188,0.0948544321582,0.252993501956,0.522183030145,-0.138448349764,0.148602996953,0.70502401158,0.896037806947,0.208429184914,-0.977955753815,0.954986160388,-0.500486156719,1.0,-0.804090007539,0.969991927126,1.44643212772,0.89045842521,-0.628485664842,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,1
596,Purples,0.4,0.0789181967002,0.120754622277,0.0798749016034,0.124009657738,0.700595771894,0.58095673332,0.135501569137,0.522744240006,0.948856584029,0.562776399544,-0.654522074582,0.745845307363,-0.615132915137,-0.312353831177,-0.0369197184251,-0.435911249852,0.67070613429,-0.198541821736,0.7,0.000804894902441,-0.155841156709,1.08406312088,0.633990668698,0.339756000298,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,1
